date,title,sentiment_analysis,recommend,release_date
"May 21, 2013",Natural Selection 2,1,True,2012-10-30
"December 18, 2013",Natural Selection 2,1,True,2012-10-30
"September 12, 2014",Natural Selection 2,1,False,2012-10-30
"March 22, 2013",Natural Selection 2,1,True,2012-10-30
"December 13, 2013",Natural Selection 2,0,True,2012-10-30
,Enter the Gungeon,1,True,2016-04-05
,Enter the Gungeon,0,False,2016-04-05
,Enter the Gungeon,1,True,2016-04-05
,Enter the Gungeon,1,True,2016-04-05
,Enter the Gungeon,1,False,2016-04-05
,Enter the Gungeon,0,True,2016-04-05
,Enter the Gungeon,1,False,2016-04-05
,Enter the Gungeon,1,True,2016-04-05
"December 1, 2015",Plague Inc: Evolved,1,True,2016-02-18
,Plague Inc: Evolved,1,True,2016-02-18
,Plague Inc: Evolved,1,True,2016-02-18
"March 8, 2014",Plague Inc: Evolved,1,True,2016-02-18
"February 22, 2014",Plague Inc: Evolved,1,True,2016-02-18
"February 27, 2014",Plague Inc: Evolved,1,True,2016-02-18
"October 17, 2014",Plague Inc: Evolved,1,True,2016-02-18
,Plague Inc: Evolved,1,True,2016-02-18
"April 12, 2015",Plague Inc: Evolved,0,True,2016-02-18
"April 11, 2014",Plague Inc: Evolved,1,True,2016-02-18
"May 19, 2014",Plague Inc: Evolved,2,True,2016-02-18
"October 2, 2015",Plague Inc: Evolved,1,True,2016-02-18
"March 5, 2014",Plague Inc: Evolved,1,True,2016-02-18
"May 17, 2015",Plague Inc: Evolved,2,True,2016-02-18
"December 16, 2014",Plague Inc: Evolved,1,True,2016-02-18
,Plague Inc: Evolved,1,True,2016-02-18
,Plague Inc: Evolved,1,True,2016-02-18
"December 20, 2014",Plague Inc: Evolved,2,True,2016-02-18
"February 23, 2014",Plague Inc: Evolved,1,True,2016-02-18
"November 14, 2014",Plague Inc: Evolved,1,True,2016-02-18
"November 27, 2015",Plague Inc: Evolved,1,True,2016-02-18
"June 30, 2014",Plague Inc: Evolved,1,True,2016-02-18
"June 5, 2015",Plague Inc: Evolved,0,True,2016-02-18
"February 21, 2015",Plague Inc: Evolved,1,True,2016-02-18
"June 30, 2014",Plague Inc: Evolved,1,True,2016-02-18
"March 31, 2014",Plague Inc: Evolved,0,True,2016-02-18
"July 23, 2014",Plague Inc: Evolved,0,True,2016-02-18
"August 6, 2015",Plague Inc: Evolved,1,True,2016-02-18
"August 21, 2014",Plague Inc: Evolved,2,True,2016-02-18
"May 10, 2014",Plague Inc: Evolved,1,True,2016-02-18
"October 1, 2014",Plague Inc: Evolved,1,True,2016-02-18
,Plague Inc: Evolved,1,True,2016-02-18
"July 25, 2014",Plague Inc: Evolved,0,True,2016-02-18
"March 12, 2014",Plague Inc: Evolved,1,True,2016-02-18
,Plague Inc: Evolved,2,True,2016-02-18
"April 18, 2015",Plague Inc: Evolved,1,True,2016-02-18
,Plague Inc: Evolved,2,True,2016-02-18
"August 6, 2014",Plague Inc: Evolved,2,True,2016-02-18
"November 30, 2014",Plague Inc: Evolved,1,True,2016-02-18
,Plague Inc: Evolved,0,True,2016-02-18
"December 12, 2015",Plague Inc: Evolved,1,True,2016-02-18
"March 19, 2014",Plague Inc: Evolved,1,True,2016-02-18
"August 10, 2014",Plague Inc: Evolved,1,True,2016-02-18
"March 23, 2014",Plague Inc: Evolved,1,True,2016-02-18
"March 17, 2015",Plague Inc: Evolved,1,True,2016-02-18
"March 13, 2014",Plague Inc: Evolved,1,True,2016-02-18
"June 2, 2014",Plague Inc: Evolved,1,True,2016-02-18
"January 31, 2015",Plague Inc: Evolved,2,True,2016-02-18
"December 18, 2015",Hurtworld,0,True,2015-12-03
"December 19, 2015",Hurtworld,0,True,2015-12-03
"December 16, 2015",Hurtworld,1,True,2015-12-03
,Hurtworld,2,True,2015-12-03
,Hurtworld,1,False,2015-12-03
"December 23, 2015",Hurtworld,1,True,2015-12-03
"December 15, 2015",Hurtworld,1,True,2015-12-03
"December 13, 2015",Hurtworld,1,True,2015-12-03
"December 6, 2015",Hurtworld,1,True,2015-12-03
"December 22, 2015",Hurtworld,1,True,2015-12-03
,Hurtworld,2,True,2015-12-03
"December 22, 2015",Hurtworld,2,True,2015-12-03
"December 10, 2015",Hurtworld,1,True,2015-12-03
"December 14, 2015",Hurtworld,2,True,2015-12-03
,Hurtworld,2,True,2015-12-03
"December 31, 2015",Hurtworld,0,True,2015-12-03
"December 19, 2015",Hurtworld,2,True,2015-12-03
,Hurtworld,2,True,2015-12-03
"December 30, 2015",Hurtworld,0,True,2015-12-03
"December 18, 2015",Hurtworld,1,True,2015-12-03
,Hurtworld,1,False,2015-12-03
"December 8, 2015",Hurtworld,1,True,2015-12-03
"December 22, 2015",Hurtworld,1,False,2015-12-03
"December 24, 2015",Hurtworld,1,True,2015-12-03
,MANDAGON,2,True,2016-08-04
,MANDAGON,1,True,2016-08-04
,MANDAGON,2,True,2016-08-04
,MANDAGON,1,True,2016-08-04
,MANDAGON,2,True,2016-08-04
,60 Seconds!,1,True,2015-05-25
"June 1, 2015",60 Seconds!,0,True,2015-05-25
"June 26, 2015",60 Seconds!,1,True,2015-05-25
"September 19, 2015",60 Seconds!,1,True,2015-05-25
"December 27, 2015",Planet Explorers,2,True,2016-11-08
,Planet Explorers,1,False,2016-11-08
"April 4, 2014",Planet Explorers,1,True,2016-11-08
"August 21, 2014",Planet Explorers,1,False,2016-11-08
"August 5, 2015",Planet Explorers,1,True,2016-11-08
"June 20, 2014",Planet Explorers,1,False,2016-11-08
"April 9, 2014",Planet Explorers,1,True,2016-11-08
"January 18, 2015",Planet Explorers,1,True,2016-11-08
"September 17, 2014",Planet Explorers,2,True,2016-11-08
"December 20, 2014",Universe Sandbox,1,True,2011-04-29
"April 23, 2014",Universe Sandbox,2,True,2011-04-29
,Universe Sandbox,1,True,2011-04-29
"June 12, 2015",Universe Sandbox,2,False,2011-04-29
"May 18, 2015",Universe Sandbox,1,True,2011-04-29
"June 16, 2014",Universe Sandbox,1,True,2011-04-29
"September 12, 2014",Universe Sandbox,1,True,2011-04-29
"February 11, 2013",Universe Sandbox,2,True,2011-04-29
"December 22, 2014",Universe Sandbox,1,True,2011-04-29
"September 20, 2015",The Long Dark,1,True,2017-08-01
"November 2, 2015",The Long Dark,1,True,2017-08-01
,The Long Dark,1,True,2017-08-01
,The Long Dark,1,True,2017-08-01
"October 30, 2014",The Long Dark,1,True,2017-08-01
"June 21, 2015",The Long Dark,1,True,2017-08-01
"December 28, 2014",The Long Dark,1,True,2017-08-01
,The Long Dark,1,False,2017-08-01
,The Long Dark,1,True,2017-08-01
"December 20, 2014",The Long Dark,1,True,2017-08-01
"February 6, 2015",The Long Dark,2,True,2017-08-01
"January 2, 2015",The Long Dark,2,True,2017-08-01
"March 2, 2015",The Long Dark,1,True,2017-08-01
"November 28, 2014",The Long Dark,1,True,2017-08-01
"June 12, 2015",The Long Dark,1,True,2017-08-01
"November 28, 2014",The Long Dark,2,True,2017-08-01
,The Long Dark,1,True,2017-08-01
"December 3, 2014",The Long Dark,1,True,2017-08-01
,The Long Dark,1,True,2017-08-01
"February 27, 2015",The Long Dark,1,True,2017-08-01
"December 12, 2014",The Long Dark,2,True,2017-08-01
,The Long Dark,1,True,2017-08-01
"December 28, 2015",The Long Dark,1,True,2017-08-01
"May 7, 2015",The Long Dark,1,True,2017-08-01
"December 3, 2015",The Long Dark,1,True,2017-08-01
"January 20, 2015",The Long Dark,1,True,2017-08-01
"October 6, 2014",The Long Dark,2,True,2017-08-01
"September 25, 2014",The Long Dark,1,True,2017-08-01
"September 29, 2015",The Long Dark,1,True,2017-08-01
,The Long Dark,0,True,2017-08-01
"June 21, 2015",The Long Dark,0,True,2017-08-01
,The Long Dark,1,True,2017-08-01
,The Long Dark,1,True,2017-08-01
"December 28, 2014",The Long Dark,1,True,2017-08-01
"August 12, 2015",The Long Dark,1,True,2017-08-01
"June 20, 2015",The Long Dark,2,True,2017-08-01
"August 8, 2015",The Long Dark,1,True,2017-08-01
"June 25, 2015",The Long Dark,1,True,2017-08-01
"September 29, 2014",The Long Dark,1,True,2017-08-01
,The Long Dark,1,True,2017-08-01
"September 27, 2015",The Long Dark,1,True,2017-08-01
"January 12, 2014",8BitMMO,0,False,2015-01-26
"December 31, 2013",8BitMMO,1,True,2015-01-26
"April 25, 2014",8BitMMO,0,False,2015-01-26
"February 6, 2015",8BitMMO,2,True,2015-01-26
"March 9, 2015",8BitMMO,1,True,2015-01-26
"December 20, 2013",8BitMMO,1,True,2015-01-26
"June 8, 2014",8BitMMO,1,True,2015-01-26
"December 15, 2013",8BitMMO,1,True,2015-01-26
"January 9, 2014",8BitMMO,1,True,2015-01-26
"February 6, 2014",8BitMMO,2,False,2015-01-26
"November 18, 2014",8BitMMO,1,True,2015-01-26
"March 21, 2014",8BitMMO,1,True,2015-01-26
"December 17, 2013",8BitMMO,1,True,2015-01-26
"February 8, 2014",8BitMMO,1,True,2015-01-26
"December 11, 2013",8BitMMO,2,True,2015-01-26
"January 29, 2014",8BitMMO,1,True,2015-01-26
"January 1, 2014",8BitMMO,1,False,2015-01-26
"December 20, 2013",8BitMMO,1,False,2015-01-26
"July 2, 2015",8BitMMO,0,False,2015-01-26
"December 29, 2013",8BitMMO,1,True,2015-01-26
"February 26, 2014",8BitMMO,1,True,2015-01-26
"February 7, 2014",8BitMMO,0,False,2015-01-26
"December 23, 2013",8BitMMO,1,False,2015-01-26
"February 26, 2015",8BitMMO,2,False,2015-01-26
"January 19, 2014",8BitMMO,0,False,2015-01-26
"December 29, 2013",8BitMMO,2,True,2015-01-26
"December 16, 2013",8BitMMO,1,True,2015-01-26
"December 16, 2013",8BitMMO,1,True,2015-01-26
"December 30, 2013",8BitMMO,1,False,2015-01-26
,8BitMMO,2,True,2015-01-26
"January 2, 2014",8BitMMO,1,False,2015-01-26
"February 18, 2014",8BitMMO,1,True,2015-01-26
"December 15, 2013",8BitMMO,0,False,2015-01-26
"December 21, 2013",8BitMMO,1,True,2015-01-26
"July 20, 2015",8BitMMO,0,False,2015-01-26
"December 19, 2013",8BitMMO,1,True,2015-01-26
"July 1, 2014",8BitMMO,2,True,2015-01-26
"January 22, 2014",8BitMMO,1,False,2015-01-26
"August 2, 2014",8BitMMO,1,False,2015-01-26
"January 19, 2015",RollerCoaster Tycoon® 3: Platinum,2,True,2006-10-26
"December 12, 2013",RollerCoaster Tycoon® 3: Platinum,1,True,2006-10-26
,RollerCoaster Tycoon® 3: Platinum,2,True,2006-10-26
"December 26, 2013",RollerCoaster Tycoon® 3: Platinum,1,True,2006-10-26
"May 19, 2014",RollerCoaster Tycoon® 3: Platinum,1,True,2006-10-26
"July 16, 2015",RollerCoaster Tycoon® 3: Platinum,1,True,2006-10-26
"July 26, 2015",RollerCoaster Tycoon® 3: Platinum,1,True,2006-10-26
"June 18, 2015",RollerCoaster Tycoon® 3: Platinum,1,True,2006-10-26
"June 26, 2014",Nidhogg,2,True,2014-01-13
"June 5, 2015",Nidhogg,1,True,2014-01-13
"February 15, 2014",Nidhogg,0,False,2014-01-13
"January 22, 2015",Nidhogg,1,True,2014-01-13
"July 21, 2015",Nidhogg,1,True,2014-01-13
"June 24, 2014",Nidhogg,1,True,2014-01-13
,Nidhogg,1,True,2014-01-13
"March 6, 2014",Nidhogg,0,True,2014-01-13
"May 26, 2014",Nidhogg,2,True,2014-01-13
"December 25, 2015",Nidhogg,1,False,2014-01-13
"February 6, 2014",Nidhogg,1,True,2014-01-13
"January 31, 2015",Nidhogg,1,True,2014-01-13
"July 25, 2014",Nidhogg,2,True,2014-01-13
"August 24, 2015",Nidhogg,2,True,2014-01-13
,Nidhogg,0,True,2014-01-13
"March 17, 2014",Nidhogg,2,False,2014-01-13
,Nidhogg,1,True,2014-01-13
"September 20, 2014",Nidhogg,1,True,2014-01-13
"February 13, 2014",Nidhogg,1,True,2014-01-13
,Nidhogg,2,True,2014-01-13
"December 29, 2015",Nidhogg,1,True,2014-01-13
"January 13, 2014",Nidhogg,1,True,2014-01-13
"May 12, 2015",Nidhogg,1,True,2014-01-13
"February 18, 2014",Nidhogg,1,True,2014-01-13
"January 13, 2015",Nidhogg,0,False,2014-01-13
,Nidhogg,2,True,2014-01-13
"August 14, 2015",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"January 10, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"March 7, 2014",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
"July 2, 2014",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
"March 23, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"February 2, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"February 20, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"October 8, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"February 25, 2015",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
"June 27, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"February 21, 2014",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
"September 15, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"December 20, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"July 5, 2015",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"January 27, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"April 6, 2014",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
"December 25, 2013",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
,Deus Ex: Human Revolution - Director's Cut,0,True,2013-10-25
"September 26, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"July 23, 2015",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
,Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"December 21, 2014",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
"April 15, 2014",Deus Ex: Human Revolution - Director's Cut,1,False,2013-10-25
"April 21, 2015",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
"May 16, 2014",Deus Ex: Human Revolution - Director's Cut,1,True,2013-10-25
"April 15, 2015",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
"July 3, 2014",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
"December 10, 2013",Deus Ex: Human Revolution - Director's Cut,2,True,2013-10-25
"July 4, 2015",PAYDAY 2: Sokol Character Pack,1,True,2015-06-25
"October 20, 2015",PAYDAY 2: Sokol Character Pack,2,True,2015-06-25
"June 26, 2015",PAYDAY 2: Sokol Character Pack,1,True,2015-06-25
,PAYDAY 2: Sokol Character Pack,1,True,2015-06-25
"August 27, 2015",PAYDAY 2: Sokol Character Pack,1,True,2015-06-25
,PAYDAY 2: Sokol Character Pack,1,True,2015-06-25
"May 23, 2015",PAYDAY 2: The Alesso Heist,1,True,2015-05-21
"September 10, 2015",PAYDAY 2: The Alesso Heist,1,False,2015-05-21
"May 25, 2015",PAYDAY 2: The Alesso Heist,0,True,2015-05-21
"June 22, 2015",PAYDAY 2: The Alesso Heist,1,True,2015-05-21
"May 21, 2015",PAYDAY 2: The Alesso Heist,2,True,2015-05-21
"May 23, 2015",SpeedRunners,1,True,2016-04-19
,SpeedRunners,1,True,2016-04-19
"August 30, 2014",SpeedRunners,2,True,2016-04-19
"December 26, 2013",SpeedRunners,2,True,2016-04-19
"December 31, 2015",SpeedRunners,1,True,2016-04-19
"February 7, 2015",SpeedRunners,1,True,2016-04-19
"December 11, 2015",SpeedRunners,2,True,2016-04-19
"January 3, 2015",SpeedRunners,1,True,2016-04-19
"May 10, 2015",SpeedRunners,2,True,2016-04-19
"December 18, 2014",SpeedRunners,1,True,2016-04-19
"December 21, 2014",SpeedRunners,1,True,2016-04-19
"December 4, 2015",SpeedRunners,1,True,2016-04-19
"April 1, 2015",SpeedRunners,0,True,2016-04-19
"June 20, 2014",SpeedRunners,1,True,2016-04-19
"November 30, 2014",SpeedRunners,1,True,2016-04-19
"February 5, 2015",SpeedRunners,1,True,2016-04-19
"August 10, 2015",SpeedRunners,0,False,2016-04-19
"June 22, 2014",SpeedRunners,1,True,2016-04-19
"December 1, 2015",SpeedRunners,0,True,2016-04-19
"January 21, 2015",SpeedRunners,1,True,2016-04-19
"May 23, 2015",SpeedRunners,2,True,2016-04-19
"July 15, 2015",SpeedRunners,2,True,2016-04-19
"November 24, 2013",SpeedRunners,1,True,2016-04-19
"October 1, 2015",SpeedRunners,1,True,2016-04-19
"October 2, 2015",SpeedRunners,2,True,2016-04-19
"June 20, 2015",SpeedRunners,2,True,2016-04-19
"December 23, 2013",SpeedRunners,2,True,2016-04-19
"October 2, 2015",SpeedRunners,1,True,2016-04-19
"June 11, 2015",SpeedRunners,1,True,2016-04-19
"March 15, 2015",SpeedRunners,1,True,2016-04-19
"March 11, 2014",SpeedRunners,1,True,2016-04-19
"December 12, 2015",SpeedRunners,0,True,2016-04-19
"December 25, 2015",SpeedRunners,1,True,2016-04-19
"February 25, 2015",SpeedRunners,1,True,2016-04-19
"February 7, 2015",SpeedRunners,1,True,2016-04-19
,SpeedRunners,1,True,2016-04-19
"October 4, 2015",SpeedRunners,2,True,2016-04-19
"November 28, 2015",SpeedRunners,2,True,2016-04-19
"September 9, 2014",SpeedRunners,1,True,2016-04-19
"July 5, 2015",SpeedRunners,2,True,2016-04-19
"July 9, 2015",SpeedRunners,1,True,2016-04-19
"November 8, 2015",SpeedRunners,1,True,2016-04-19
"February 17, 2014",SpeedRunners,2,True,2016-04-19
"October 3, 2015",SpeedRunners,1,True,2016-04-19
"November 4, 2015",SpeedRunners,0,True,2016-04-19
"June 20, 2015",SpeedRunners,1,True,2016-04-19
"October 3, 2015",SpeedRunners,1,True,2016-04-19
"April 6, 2015",SpeedRunners,2,True,2016-04-19
"January 29, 2015",SpeedRunners,1,True,2016-04-19
"December 19, 2014",SpeedRunners,1,True,2016-04-19
"May 28, 2015",SpeedRunners,0,True,2016-04-19
"December 31, 2014",SpeedRunners,1,True,2016-04-19
"March 22, 2014",SpeedRunners,2,True,2016-04-19
"October 2, 2014",SpeedRunners,1,True,2016-04-19
"January 3, 2014",SpeedRunners,1,True,2016-04-19
"November 8, 2014",SpeedRunners,1,True,2016-04-19
"December 22, 2013",SpeedRunners,2,True,2016-04-19
"February 5, 2015",SpeedRunners,1,True,2016-04-19
,SpeedRunners,2,True,2016-04-19
"March 28, 2015",SpeedRunners,1,True,2016-04-19
"November 30, 2013",SpeedRunners,1,True,2016-04-19
"April 9, 2015",SpeedRunners,1,True,2016-04-19
"April 22, 2015",SpeedRunners,1,True,2016-04-19
"November 26, 2013",SpeedRunners,1,True,2016-04-19
"October 5, 2014",SpeedRunners,1,True,2016-04-19
"October 3, 2015",SpeedRunners,2,True,2016-04-19
"February 10, 2015",SpeedRunners,1,True,2016-04-19
"November 7, 2014",SpeedRunners,2,True,2016-04-19
"December 4, 2014",SpeedRunners,0,False,2016-04-19
"November 3, 2014",SpeedRunners,1,True,2016-04-19
"July 26, 2014",SpeedRunners,2,True,2016-04-19
"March 16, 2014",SpeedRunners,1,True,2016-04-19
"October 6, 2015",SpeedRunners,1,True,2016-04-19
,SpeedRunners,1,True,2016-04-19
"June 24, 2014",SpeedRunners,2,True,2016-04-19
"May 24, 2014",SpeedRunners,2,True,2016-04-19
,SpeedRunners,1,True,2016-04-19
"November 9, 2014",SpeedRunners,1,True,2016-04-19
"June 18, 2015",SpeedRunners,2,True,2016-04-19
,SpeedRunners,1,True,2016-04-19
"June 16, 2014",SpeedRunners,1,True,2016-04-19
"December 4, 2013",SpeedRunners,1,False,2016-04-19
"August 27, 2015",SpeedRunners,1,True,2016-04-19
,Plug &amp; Play,1,False,2015-03-05
"October 24, 2015",Plug &amp; Play,2,True,2015-03-05
"April 21, 2015",Plug &amp; Play,2,True,2015-03-05
"October 7, 2015",Plug &amp; Play,2,True,2015-03-05
"December 25, 2015",Plug &amp; Play,1,True,2015-03-05
,Plug &amp; Play,0,False,2015-03-05
"March 5, 2015",Plug &amp; Play,0,True,2015-03-05
,Plug &amp; Play,1,True,2015-03-05
"May 29, 2015",Plug &amp; Play,1,True,2015-03-05
,Plug &amp; Play,1,True,2015-03-05
,Plug &amp; Play,2,True,2015-03-05
"June 13, 2015",Plug &amp; Play,1,True,2015-03-05
,Plug &amp; Play,1,True,2015-03-05
,Plug &amp; Play,1,True,2015-03-05
,Rocket League® - Back to the Future™ Car Pack,1,True,2015-10-21
,Rocket League® - Back to the Future™ Car Pack,2,True,2015-10-21
"October 22, 2015",Rocket League® - Back to the Future™ Car Pack,2,True,2015-10-21
"October 28, 2015",Rocket League® - Back to the Future™ Car Pack,1,True,2015-10-21
"December 23, 2015",Rocket League® - Back to the Future™ Car Pack,1,False,2015-10-21
"October 21, 2015",Rocket League® - Back to the Future™ Car Pack,2,True,2015-10-21
"October 21, 2015",Rocket League® - Back to the Future™ Car Pack,1,True,2015-10-21
"October 24, 2015",Rocket League® - Back to the Future™ Car Pack,2,True,2015-10-21
"January 17, 2015",Of Guards And Thieves,2,True,2016-12-07
"December 24, 2013","Sir, You Are Being Hunted",1,True,2013-08-19
"July 12, 2014","Sir, You Are Being Hunted",1,True,2013-08-19
"June 12, 2015","Sir, You Are Being Hunted",2,True,2013-08-19
"April 5, 2014","Sir, You Are Being Hunted",1,True,2013-08-19
,"Sir, You Are Being Hunted",1,True,2013-08-19
"December 8, 2013","Sir, You Are Being Hunted",1,True,2013-08-19
"December 1, 2014","Sir, You Are Being Hunted",1,True,2013-08-19
"June 12, 2015","Sir, You Are Being Hunted",1,False,2013-08-19
"November 4, 2013","Sir, You Are Being Hunted",1,True,2013-08-19
"November 2, 2014","Sir, You Are Being Hunted",1,True,2013-08-19
"January 30, 2014","Sir, You Are Being Hunted",1,True,2013-08-19
"July 12, 2014","Sir, You Are Being Hunted",1,True,2013-08-19
"November 23, 2014","Sir, You Are Being Hunted",0,True,2013-08-19
"November 2, 2014","Sir, You Are Being Hunted",1,False,2013-08-19
"September 17, 2015","Sir, You Are Being Hunted",1,True,2013-08-19
"November 17, 2014","Sir, You Are Being Hunted",2,True,2013-08-19
"March 20, 2014","Sir, You Are Being Hunted",2,False,2013-08-19
"July 12, 2014","Sir, You Are Being Hunted",1,True,2013-08-19
"August 11, 2014","Sir, You Are Being Hunted",1,True,2013-08-19
"October 11, 2015","Sir, You Are Being Hunted",0,True,2013-08-19
,Battleborn,1,True,2016-05-03
,Battleborn,1,True,2016-05-03
,Battleborn,2,True,2016-05-03
,Battleborn,1,True,2016-05-03
,Battleborn,0,False,2016-05-03
,Battleborn,1,False,2016-05-03
,Battleborn,1,False,2016-05-03
,Battleborn,2,True,2016-05-03
,Battleborn,1,True,2016-05-03
,Battleborn,1,True,2016-05-03
,Battleborn,1,False,2016-05-03
,Battleborn,2,True,2016-05-03
,Battleborn,1,True,2016-05-03
"November 29, 2013",Beat Hazard,2,True,2010-04-15
"April 11, 2015",Beat Hazard,1,True,2010-04-15
"July 6, 2011",Beat Hazard,2,True,2010-04-15
"September 8, 2015",Beat Hazard,2,True,2010-04-15
"May 10, 2015",Beat Hazard,1,True,2010-04-15
"July 13, 2013",Beat Hazard,2,True,2010-04-15
"December 18, 2013",Beat Hazard,2,True,2010-04-15
,Beat Hazard,1,True,2010-04-15
"July 9, 2011",Beat Hazard,1,True,2010-04-15
"June 28, 2014",Beat Hazard,1,True,2010-04-15
"March 27, 2013",Beat Hazard,1,True,2010-04-15
"December 6, 2015",Beat Hazard,1,False,2010-04-15
"December 27, 2011",Beat Hazard,2,True,2010-04-15
"December 11, 2014",Beat Hazard,2,True,2010-04-15
"June 24, 2014",Beat Hazard,2,True,2010-04-15
"January 20, 2015",Beat Hazard,2,True,2010-04-15
"March 28, 2014",Beat Hazard,2,True,2010-04-15
"December 14, 2015",Beat Hazard,0,True,2010-04-15
"September 10, 2015",Beat Hazard,2,True,2010-04-15
"July 22, 2012",Beat Hazard,2,True,2010-04-15
"May 7, 2014",Beat Hazard,2,True,2010-04-15
"January 15, 2014",Beat Hazard,1,True,2010-04-15
,Pro Gamer Manager,1,False,2016-04-28
"October 17, 2015",Pro Gamer Manager,1,False,2016-04-28
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,0,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,0,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,0,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,0,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,0,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,1,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
,Stardew Valley,2,True,2016-02-26
